,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
514,18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,76,2007-05-14,0.623,0.93,5,-5.285,1,0.0141,1.64e-06,0.138,0.287,120.119,205613,4
515,2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),Oh Wonder,78,2017-08-25,0.703,0.757,1,-3.612,1,0.617,0.0,0.106,0.696,82.008,221747,4
516,63rfMpK18D8iUaUOjRJ6YD,Astrologen,Darin,43,2012-01-01,0.446,0.672,6,-5.469,1,0.00762,6.18e-06,0.0993,0.25,150.057,191093,4
517,4oWmroatZtMmlgc3havMrv,Writing's On The Wall,Sam Smith,0,2015-09-25,0.372,0.305,5,-8.189,0,0.747,1.9e-06,0.0908,0.088,86.743,278987,3
518,7E7sAg5qPv0cObXCWRsYMJ,Lay Me Down,John Legend,0,2015-11-06,0.468,0.205,4,-11.014,1,0.921,0.0,0.107,0.325,125.343,219536,4
519,4h758AiYnNiiIfkkxoAwsI,Like I Can,Sam Smith,0,2015-11-06,0.652,0.614,7,-6.696,0,0.379,9.81e-06,0.105,0.518,99.955,167066,4
520,0D8ZpOXVjapLXrjz5VfZSD,Pray,Sam Smith,0,2017-10-06,0.381,0.379,4,-9.36,0,0.292,2.79e-06,0.0864,0.153,175.067,221596,3
521,3gqZU7BLIt0Rl9qe3iD7Jy,Jag och min far,Magnus Uggla,0,2013-01-01,0.329,0.272,5,-9.035,1,0.861,1.55e-06,0.142,0.397,183.506,235331,3
522,700ZxeYb20T62xLzAeBGd4,Carry You Home,Zara Larsson,37,2014-01-01,0.58,0.648,3,-4.93,1,0.541,0.0,0.0887,0.341,110.866,254529,4
523,04pjfS3YIK6gXjxi1zHeZa,Legends Never Die (feat. Against the Current),Against The Current,0,2017-09-15,0.498,0.598,4,-6.638,0,0.00786,0.0,0.111,0.0573,140.078,235000,4
524,2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,76,2016-08-20,0.567,0.388,9,-9.579,0,0.782,0.000309,0.248,0.452,116.362,249191,4
525,2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,P!nk,62,2017-10-13,0.412,0.619,7,-6.39,1,0.0868,2.55e-06,0.4,0.234,95.943,250053,4
526,3OEer2dQj1eWhSqxatGiru,Revenge (feat. Eminem),Eminem,56,2017-10-13,0.725,0.749,10,-7.474,0,0.0452,0.0,0.175,0.761,87.03,226160,4
527,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,77,2016-12-09,0.556,0.538,8,-5.408,0,0.0689,0.0,0.196,0.291,143.95,223347,4
528,4LkLfPYc3yjOta7Gk8FDRB,Think About Me,dvsn,58,2017-10-13,0.547,0.294,7,-10.202,1,0.0607,0.786,0.0933,0.11,105.027,246240,4
529,4L1eqdFY10yO7tMzvRp0sx,Mood,dvsn,49,2017-10-13,0.622,0.446,9,-9.647,0,0.318,0.0135,0.0904,0.168,68.85,215045,4
530,6BEKt5axiNeWCr9huv0k7I,Truce,Twenty One Pilots,58,2013-01-08,0.537,0.0231,7,-14.407,1,0.994,0.0471,0.146,0.342,120.322,142547,4
531,3gGHAScxUDsJqcAM6ZvjuH,Start A Fire,John Legend,0,2016-12-09,0.543,0.848,10,-6.058,0,0.0834,0.0,0.799,0.29,102.009,192093,4
532,32DGGj6KlNuBr6WaqRxpxi,How Long,Charlie Puth,0,2017-10-05,0.849,0.581,1,-5.243,0,0.189,3.61e-06,0.0805,0.779,110.008,198237,4
533,5Gd19NupVe5X8bAqxf9Iaz,Gorgeous,Taylor Swift,0,2017-10-20,0.791,0.529,7,-6.87,1,0.0652,1.25e-05,0.218,0.428,91.981,209680,4
534,0Zbbxnx4SGGHoIow4PpISP,Stargazing,Justin Jesso,66,2017-09-21,0.677,0.497,5,-5.763,1,0.152,0.0,0.0911,0.419,99.137,236853,4
535,6mrKP2jyIQmM0rw6fQryjr,Let You Down,NF,6,2017-10-06,0.659,0.716,5,-5.673,0,0.33,0.0,0.173,0.437,148.015,212120,4
536,3hRZsdTF5uyGA2uhNqEuhm,Too Much To Ask,Niall Horan,0,2017-09-14,0.517,0.552,0,-6.401,1,0.375,0.0,0.106,0.196,153.747,223044,4
537,01uk7IzZyFNfQTDBXxx6NB,One Last Song,Sam Smith,56,2017-11-03,0.672,0.53,1,-6.43,1,0.367,0.0,0.321,0.485,103.326,192922,3
538,5sIWgLCTjgAgH4HoKsUyXF,Anchor,Boyce Avenue,23,2016-04-15,0.681,0.786,9,-5.878,0,0.0207,0.0,0.141,0.581,131.959,223864,4
539,5SqSckut3FcoQKmGkMWgp1,Often,The Weeknd,0,2015-08-28,0.571,0.612,7,-9.851,0,0.229,0.0,0.127,0.0812,133.995,249040,4
540,7ykHSB24dPhasUfxOdhpJD,Pari,Jireel,0,2017-11-03,0.699,0.699,1,-7.233,0,0.0907,0.0,0.403,0.725,148.891,182021,4
541,7zLGHiDWd9T1Rxw4PQCb13,Walk On Water (feat. Beyoncé),Beyoncé,0,2017-11-10,0.577,0.593,9,-4.816,0,0.8,0.0,0.623,0.575,120.611,303781,5
542,7sRpqj3yUcacG5KryFfLML,Call It What You Want,Taylor Swift,0,2017-11-03,0.602,0.502,9,-9.926,1,0.173,0.000187,0.41,0.237,163.961,203507,4
543,4QVOTT9CM2ftSLwnYGNDjd,Stan,Dido,0,2005-12-06,0.781,0.74,6,-5.065,0,0.0375,2.27e-06,0.449,0.527,80.056,404427,4
544,6c0I7CfL9ziGZN8yYkLppP,Sharp Edges,Linkin Park,55,2017-05-19,0.652,0.714,0,-5.678,1,0.145,0.0,0.154,0.624,112.029,178200,4
545,3FQCJI2t5LTbsRPfYVBSVB,Battle Symphony,Linkin Park,61,2017-05-19,0.653,0.839,10,-5.077,1,0.0369,0.0,0.068,0.669,149.034,216281,4
546,2d3NAGCKudIYpTlRI6BI0s,You Are The Reason,Calum Scott,0,2017-11-17,0.363,0.233,10,-7.697,1,0.908,0.0,0.134,0.246,171.767,204326,3
547,53M4eIiYMwZr6ZfZkTNPDu,Tvillingen,Darin,38,2017-11-24,0.591,0.773,6,-7.04,0,0.0712,0.0,0.183,0.853,104.922,182253,4
548,6VFMGKuYTlaYgbhvILfbc7,Candy Paint,Post Malone,0,2017-10-20,0.669,0.686,4,-5.534,1,0.627,0.0,0.0734,0.437,180.046,229573,4
549,3WTUNLFtzWaDwfFfZJZ9d8,Arms Open,The Script,51,2017-09-01,0.513,0.554,3,-5.638,1,0.488,0.000259,0.111,0.722,175.958,240827,4
550,1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),Beyoncé,78,2017-11-30,0.587,0.299,8,-7.365,1,0.779,0.0,0.123,0.356,94.992,259550,3
551,7EI6Iki24tBHAMxtb4xQN2,Anywhere,Rita Ora,62,2017-10-20,0.628,0.797,11,-3.953,0,0.0364,0.0,0.104,0.321,106.93,215064,4
552,7krbSH3rd8lhIZvuzTV3Bl,Naked,James Arthur,67,2017-11-24,0.529,0.607,6,-6.781,1,0.104,0.0,0.0631,0.238,101.966,234107,4
553,0GOJobsbOSIF99y6CGr5o6,Sober,Charlie Puth,0,2017-12-08,0.558,0.766,6,-5.953,0,0.263,0.0,0.32,0.182,96.281,203960,4
554,5yFSF6qQA1rcLsQRnBsZgb,All Falls Down (feat. Juliander),Juliander,63,2017-10-27,0.658,0.678,1,-4.407,1,0.303,0.0,0.361,0.662,97.976,199111,4
555,67Nf4Nsr2Nm5CFfJgqwDb0,Penthouse Floor (feat. Chance the Rapper),Chance the Rapper,44,2016-12-02,0.671,0.742,10,-4.768,0,0.451,4.38e-06,0.101,0.767,89.835,283787,4
556,6VpQdig9pdpTSIFItgkJV5,Never Be the Same,Camila Cabello,61,2017-12-17,0.643,0.709,0,-4.343,1,0.145,0.000449,0.115,0.264,129.961,227088,4
557,7GaiXtje26gnTVWE1iCcHl,You Be Love (feat. Billy Raffoul),Billy Raffoul,0,2017-08-10,0.82,0.465,4,-7.6,0,0.035,0.0087,0.0826,0.504,125.001,207546,4
558,3dqxngWDgh4tb0VSb83nvc,I'm Sorry,Joyner Lucas,58,2017-06-16,0.746,0.576,8,-7.461,1,0.252,0.0,0.074,0.337,110.2,349785,4
559,23gHkbA45BY2t9SyiYcvup,I'm Not Racist,Joyner Lucas,0,2017-11-27,0.604,0.616,11,-10.477,0,0.775,0.0,0.0981,0.337,63.65,408064,3
560,671XaUBmifTMXDbZK5CB1M,Mercy.1,2 Chainz,59,2012-01-01,0.556,0.644,6,-5.805,0,0.0558,2.32e-05,0.35,0.499,140.009,326347,4
561,4XoP1AkbOurU9CeZ2rMEz2,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",Kendrick Lamar,0,2013-01-11,0.869,0.687,1,-6.816,1,0.0208,1e-06,0.114,0.668,96.006,233787,4
562,3YU6vJbjYUG0tiJyXf9x5V,Him & I,Halsey,0,2017-11-30,0.589,0.731,2,-6.343,1,0.0534,0.0,0.308,0.191,87.908,268867,4
563,0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Alessia Cara,0,2017-02-23,0.679,0.634,5,-5.024,0,0.232,0.0,0.115,0.498,102.013,210091,4
564,2G8IHtLBcgu2GXTwq0iB4Y,"You're Gonna Go Far, Kid",The Offspring,0,2008-06-17,0.55,0.913,9,-3.104,0,0.00564,0.0,0.2,0.581,126.106,177827,4
565,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Zara Larsson,73,2017-03-16,0.707,0.629,0,-4.581,0,0.259,1.6e-05,0.138,0.457,122.863,212459,4
566,3zl7j5ua8mF4JDYuxrfo01,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Andrea Bocelli,65,2017-12-15,0.544,0.417,8,-4.387,1,0.586,0.0,0.085,0.207,95.156,265363,3
567,6QPKYGnAW9QozVz2dSWqRg,Someone Like You,Adele,3,2011-01-19,0.554,0.321,9,-8.251,1,0.893,0.0,0.0996,0.288,135.047,285240,4
568,1eq1wUnLVLg4pdEfx9kajC,Rolling in the Deep,Adele,3,2011-01-19,0.73,0.77,8,-5.114,1,0.138,0.0,0.0473,0.507,104.948,228093,4
569,5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,Adele,2,2011-01-19,0.603,0.67,2,-3.882,0,0.00408,1.66e-06,0.112,0.445,107.995,242974,4
570,7xfzwPasShmaPL7gB7va3J,Water Under The Bridge,Adele,1,2015-11-20,0.59,0.833,5,-6.503,0,0.0142,5.35e-06,0.105,0.537,94.963,240439,4
571,5ubHAQtKuFfiG4FXfLP804,Lego House,Ed Sheeran,70,2011-09-09,0.592,0.637,11,-8.48,1,0.562,0.0,0.13,0.565,159.701,185093,4
572,11KJSRSgaDxqydKYiD2Jew,Too Good,Rihanna,0,2016-05-06,0.804,0.648,7,-7.805,1,0.0573,3.49e-05,0.102,0.392,117.983,263373,4
573,0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World),Rihanna,72,2010-11-16,0.789,0.716,11,-4.241,0,0.129,1.07e-05,0.069,0.611,125.906,235493,4
574,5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),Ed Sheeran,0,2017-12-15,0.757,0.748,8,-5.794,0,0.17,0.0,0.0759,0.693,90.052,221013,4
575,1Qg9jWGDkKAGZXj5v2OG59,Wait,Maroon 5,0,2017-11-03,0.659,0.604,8,-5.084,1,0.0889,0.0,0.105,0.407,126.135,190643,4
576,4bFTxLslBZUNC3Eti9aAtM,PCH,Jaden,0,2014,0.642,0.44,9,-10.909,0,0.102,0.002,0.108,0.123,90.939,351202,4
577,6T8cJz5lAqGer9GUHGyelE,God's Plan,Drake,0,2018-01-20,0.755,0.448,7,-9.587,1,0.0283,3.28e-05,0.514,0.318,77.179,198960,4
578,4XLu3tTSZiPFVC9mmuR6Zp,All These Years,Camila Cabello,59,2018-01-12,0.732,0.436,1,-7.409,0,0.609,0.0,0.108,0.475,94.852,164373,4
579,5HwnezK198pJCEj1l2Adjy,She Loves Control,Camila Cabello,61,2018-01-12,0.65,0.758,2,-4.02,1,0.166,0.0,0.0889,0.663,94.9,177160,4
580,7IL3UOlcJ6nmcCMwpnlfcA,Something's Gotta Give,Camila Cabello,60,2018-01-12,0.545,0.458,5,-4.6,0,0.367,0.0,0.118,0.164,79.943,236360,4
581,3iq9nhbI8fcnNamxMft1uv,Real Friends,Camila Cabello,57,2018-01-12,0.726,0.304,3,-8.677,1,0.839,0.0,0.0853,0.813,91.97,214387,4
582,0JswmIBSn3XZ15wEEtH5fj,Impossible - Acoustic,James Arthur,58,2013-11-04,0.369,0.42,2,-5.314,1,0.755,0.0,0.121,0.257,145.864,250653,4
583,6yr8GiTHWvFfi4o6Q5ebdT,'Till I Collapse,Nate Dogg,0,2002-05-26,0.551,0.851,1,-3.277,1,0.0748,0.0,0.0784,0.1,171.411,297893,4
584,31Q9ZTF9x81BDonlObCbvP,Forever,Eminem,0,2009-05-15,0.457,0.906,5,-2.278,0,0.249,0.0,0.182,0.54,104.02,357707,5
585,2MPbTPUlbJcehz3lRRuUXD,Gjord av sten - Akustisk Version,Veronica Maggio,34,2016-12-16,0.641,0.215,8,-14.872,0,0.933,4.67e-06,0.123,0.57,113.787,180030,4
586,0P6AWOA4LG1XOctzaVu5tt,The Weekend - Funk Wav Remix,Funk Wav,71,2017-12-15,0.775,0.573,11,-4.933,1,0.495,0.0,0.126,0.667,101.925,171806,4
587,7DFNE7NO0raLIUbgzY2rzm,Let Her Go,Passenger,72,2012-11-05,0.509,0.538,7,-7.335,1,0.385,0.0,0.104,0.244,75.089,252867,4
588,7D4JlwLawMEZaeT7cEirp0,Innermission,Lucy Rose,0,2015-11-13,0.665,0.757,5,-4.693,0,0.578,1.3e-06,0.103,0.475,94.819,240053,4
589,4ofvoCdXq99vpMZO4Cfp8x,Pray For Me (with Kendrick Lamar),Kendrick Lamar,0,2018-02-02,0.728,0.668,2,-5.02,1,0.0805,1.49e-05,0.102,0.162,100.537,211440,4
590,09IStsImFySgyp0pIQdqAc,The Middle,Grey,79,2018-01-23,0.753,0.657,7,-3.061,1,0.171,0.0,0.112,0.437,107.01,184732,4
591,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,74,2017-06-16,0.801,0.795,1,-5.115,0,0.0417,0.000113,0.0717,0.754,79.028,163253,4
592,3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,Cardi B,73,2017-12-20,0.704,0.859,5,-4.877,0,0.0185,0.0,0.0215,0.926,105.115,217289,4
593,0gQrcNUTkpoK5LvNmCa2eC,Medicine,Kelly Clarkson,39,2017-10-27,0.82,0.792,6,-4.523,0,0.101,0.0,0.348,0.813,123.006,189640,4
594,5U8hKxSaDXB8cVeLFQjvwx,The Monster,Rihanna,0,2013-11-05,0.784,0.85,9,-3.679,1,0.0492,0.0,0.112,0.567,110.004,250189,4
595,6sDQ4uiWw9OdVrCXFLSlZt,Rap God,Eminem,0,2013-11-05,0.712,0.838,7,-2.679,1,0.403,0.0,0.809,0.607,148.138,363521,4
596,7KccdUP4IslFXUNNseqBc7,The Real Slim Shady,Eminem,0,2000-05-23,0.948,0.656,5,-4.34,0,0.0287,0.0,0.0472,0.77,104.495,284533,4
597,30Gd3snWllczPbz2Gd0JMe,Like Toy Soldiers,Eminem,0,2004-11-12,0.52,0.768,8,-3.489,0,0.0193,0.00034,0.104,0.398,79.178,296880,4
598,1r1fPuhj9H4VdXr7OK6FL5,CASTLE OF GLASS,Linkin Park,70,2012-06-20,0.615,0.911,1,-3.584,0,0.0686,0.00188,0.0908,0.685,108.0,205400,4
599,3BnBKNItMng824sLx0pUfy,A LIGHT THAT NEVER COMES,Steve Aoki,60,2013-10-25,0.687,0.871,0,-5.531,1,0.00225,0.00708,0.134,0.539,115.0,229439,4
600,4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,76,2014-07-04,0.399,0.787,1,-2.88,1,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
601,6kwAbEjseqBob48jCus7Sz,Elastic Heart,Sia,69,2014-07-04,0.421,0.791,9,-4.998,1,0.0117,1.48e-05,0.146,0.499,130.075,257200,4
602,6Ep6BzIOB9tz3P4sWqiiAB,Radioactive,Imagine Dragons,0,2012-09-04,0.473,0.777,9,-3.698,1,0.119,7.87e-05,0.671,0.21,136.249,186813,4
603,3xqF04FdMK7gpIPG3SPFpY,It's Time,Imagine Dragons,0,2012-09-04,0.657,0.885,2,-4.695,1,0.0168,0.0,0.147,0.869,105.011,237987,4
604,2Oehrcv4Kov0SuIgWyQY9e,Demons,Imagine Dragons,0,2012-09-04,0.327,0.71,3,-2.928,1,0.202,9e-05,0.28,0.416,179.561,175200,4
605,4eLSCSELtKxZwXnFbNLXT5,On Top Of The World,Imagine Dragons,0,2012-09-04,0.507,0.923,0,-5.581,1,0.0818,4.63e-06,0.0951,0.768,99.252,189840,4
606,6tHWl8ows5JOZq9Yfaqn3M,Mine,Bazzi,0,2017-10-12,0.716,0.805,4,-3.839,1,0.014,3.1e-06,0.291,0.719,142.886,133995,4
607,32cHleNk6n0RIVJMF4Q8LU,Morning After,dvsn,46,2017-10-13,0.668,0.504,4,-9.193,0,0.00959,5.91e-06,0.0992,0.154,119.99,269973,4
608,34uh8wBUPeP73bO1awrXWZ,Once Red,Jome,26,2017-11-03,0.352,0.504,0,-8.425,0,0.773,0.144,0.385,0.284,162.021,174500,4
609,2iLGgm4O5Hia8aSfSzXS3H,If You Leave Me Now (feat. Boyz II Men),Boyz II Men,0,2018-01-04,0.435,0.274,9,-7.84,1,0.902,0.0,0.158,0.422,136.123,242162,3
610,45Egmo7icyopuzJN0oMEdk,Love Lies (with Normani),Normani,72,2018-02-14,0.708,0.648,6,-5.626,1,0.0956,0.0,0.134,0.338,143.955,201707,4
611,5pBvNeOAJ54zgd5lEOmM3b,Without Me,Eminem,0,2005-12-06,0.919,0.657,7,-2.823,1,0.00293,0.0,0.356,0.659,112.23,291213,4
612,4hGZxsGcFnuCJXn25EWj5j,Need Me (feat. Pink),Pink,0,2017-12-15,0.697,0.664,10,-7.148,1,0.00501,0.0,0.304,0.566,104.979,265467,3
613,2rozzUGTRWqhTa2NzJAl8I,Like Home (feat. Alicia Keys),Alicia Keys,0,2017-12-15,0.778,0.783,8,-4.534,1,0.258,0.0,0.231,0.285,109.911,245467,4
614,2S9Hmv3pv86ScVA8XnFmOW,Space Bound,Eminem,0,2010-06-18,0.671,0.885,0,-3.464,1,0.0451,0.0,0.46,0.525,142.02,278640,4
615,107CfwBqfICzcKur8k7UCA,Tragic Endings (feat. Skylar Grey),Skylar Grey,0,2017-12-15,0.634,0.771,4,-4.957,0,0.429,0.0,0.689,0.522,80.971,252027,4
616,72i5s3SBDEkaRUOgUTlkfO,In Your Head,Eminem,0,2017-12-15,0.618,0.792,1,-5.267,1,0.00194,0.0,0.379,0.199,82.723,182640,4
617,5p9ufaI7TwrlXtmiKCz3q3,Bad Husband (feat. X Ambassadors),X Ambassadors,0,2017-12-15,0.51,0.72,10,-5.157,0,0.083,0.0,0.118,0.451,94.289,287893,3
618,6P2ffRHZZ8CdH3GfWq71Ci,Castle,Eminem,0,2017-12-15,0.657,0.826,7,-4.544,1,0.0228,0.000554,0.0967,0.26,85.064,254760,4
619,1OilOIju6R9ia8vilNjChh,Beautiful,Bazzi,0,2017-09-18,0.666,0.677,2,-5.743,1,0.214,0.0,0.0979,0.178,100.014,178242,4
620,52JyHLUiugFECIYBWM2qdh,No Love,Lil Wayne,0,2010-06-18,0.735,0.932,11,-2.86,1,0.128,0.0,0.175,0.318,129.583,299507,4
621,1mavQ4WCzXSeL2Dm5DS4GQ,Legacy,Eminem,60,2013-11-05,0.664,0.899,9,-3.711,0,0.276,0.0,0.197,0.534,164.125,296269,4
622,1HR2CTi0ytRJIcik1QKdOa,Beautiful,Eminem,68,2009-05-15,0.727,0.696,5,-4.472,0,0.251,0.0,0.0726,0.467,132.077,392827,4
623,3CpoeW0cZSDzIRv5z34F87,Sing For The Moment,Eminem,70,2002-05-26,0.668,0.824,5,-4.164,0,0.0017,3.05e-06,0.0426,0.185,163.961,339547,4
624,77jkOT98U1DvI2b9dhephn,Overnight,Logic,0,2018-02-28,0.858,0.745,1,-6.858,1,0.00149,2.35e-05,0.131,0.865,150.005,217627,4
625,2XDhuJvvx2wcIROXbfTTYr,Believe,Eminem,0,2017-12-15,0.886,0.488,1,-5.628,0,0.166,0.0,0.343,0.114,130.064,315347,4
626,1PiKcVhlmHPvL7IPjx9dJk,I Took A Pill In Ibiza,Mike Posner,0,2016-05-06,0.636,0.319,10,-10.065,1,0.618,1.7e-06,0.125,0.378,74.109,280800,4
627,5JDcQAztvZTIkrWoZihgvC,A Drop In The Ocean,Ron Pope,69,2008-05-04,0.447,0.393,5,-8.65,1,0.785,0.0,0.28,0.564,73.139,220239,3
628,0x6Y6ikSyS17NxfhWsgENm,Chasing Cars,Snow Patrol,0,2006-01-01,0.56,0.595,9,-4.53,1,0.199,6.47e-05,0.132,0.144,104.011,267960,4
629,2FuazTK4ewgx5QytkCjotZ,Låt kärleken slå rot,Ted Gärdestad,0,2004-01-01,0.583,0.874,7,-6.091,1,0.0959,0.0072,0.32,0.575,122.935,288960,4
630,26Wa85rqkFLXkhejqUE47A,Himlen är oskyldigt blå,Ted Gärdestad,0,2004-01-01,0.362,0.64,5,-7.569,1,0.242,0.000555,0.0703,0.266,156.568,274000,4
631,3OSZZw4HojgLypmG2Rr3q4,Jag vill ha en egen måne,Ted Gärdestad,0,2004-01-01,0.631,0.596,5,-5.503,1,0.518,0.0,0.102,0.879,106.868,197333,4
632,2RdzHmFb2zZhgrOjg2JGWu,The Reason,Ted Gärdestad,0,2004-01-01,0.439,0.335,11,-6.869,1,0.703,9.4e-06,0.168,0.183,100.142,285533,4
633,0chdEzeIcgfNYbWJBpgvzR,Arose,Eminem,0,2017-12-15,0.612,0.904,4,-6.076,0,0.182,0.0,0.17,0.555,75.801,274627,4
634,7wrDRQgHlvDnimrRHfQZxt,Psycho (feat. Ty Dolla $ign),Ty Dolla $ign,0,2018-02-23,0.748,0.546,8,-8.134,1,0.59,0.0,0.112,0.413,140.005,220880,4
635,50A1WCxKycJUHRr4Rz6WrD,What Are Words,Chris Medina,55,2011-11-28,0.602,0.242,0,-7.402,1,0.835,0.0,0.0859,0.462,123.85,189093,4
636,00hVU6kDP67JHurfwG2dtq,Hero Of War,Rise Against,61,2008-01-01,0.645,0.417,4,-7.022,1,0.543,0.0,0.0982,0.256,77.054,253080,4
637,3e7Y6sfFlIdBMJhX7wpqVO,44 More,Logic,65,2018-03-09,0.824,0.584,10,-7.098,0,0.0718,0.0,0.106,0.219,139.965,188600,4
638,0jqBo5RYn008f4ZY8kPewW,Indica Badu,Wiz Khalifa,60,2018-03-09,0.742,0.72,0,-2.876,1,0.0402,0.000846,0.0839,0.97,77.011,260320,4
639,5YxaccATvDTIOpue7vu6Tn,Nuh Time / Tek Time,dvsn,48,2017-10-13,0.543,0.281,6,-11.604,1,0.162,0.00325,0.143,0.0686,116.981,340800,4
640,1vcxF91pWs9uNwDROuiCPB,Savior,Rise Against,72,2008-01-01,0.554,0.932,5,-3.424,0,0.00154,0.000142,0.425,0.478,112.49,242280,4
641,5yMZU1xolje7E1xGmezcuj,Cleanin' Out My Closet,Eminem,0,2002-05-26,0.908,0.762,9,-4.773,0,0.0658,0.0,0.104,0.869,148.016,297933,4
642,4QfNOZN7vrQCQKK1ZJ3XPb,Heaven,Julia Michaels,0,2018-01-26,0.544,0.379,7,-9.113,0,0.863,0.0,0.083,0.322,199.756,191813,3
643,5QkGyNttPpRluZyW92mkf2,If Our Love Is Wrong,Calum Scott,0,2018-03-09,0.389,0.537,7,-5.553,0,0.0639,0.0,0.0858,0.0472,151.436,203576,4
644,6m4Ks6KvGGkYPwE4AMY3zV,Come Back Home,Calum Scott,0,2018-03-09,0.6,0.806,11,-5.049,1,0.00954,0.0,0.102,0.261,131.016,190539,4
645,2gxqozTaq2NYylvS8jd57G,Into It,Camila Cabello,54,2018-01-12,0.569,0.649,11,-8.175,1,0.451,0.0,0.128,0.441,108.77,175653,4
646,4lLtanYk6tkMvooU0tWzG8,Grenade,Bruno Mars,76,2010-10-05,0.704,0.558,2,-7.273,0,0.148,0.0,0.107,0.245,110.444,222091,4
647,1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,Bruno Mars,75,2010-10-05,0.498,0.59,1,-4.721,0,0.511,0.0,0.107,0.0784,145.867,217867,4
648,5g7sDjBhZ4I3gcFIpkrLuI,Locked out of Heaven,Bruno Mars,53,2012-12-05,0.728,0.697,5,-4.125,1,0.0556,0.0,0.282,0.87,143.986,233653,4
649,4G2Hbfwvn3oH7LxxPXjjGn,Treasure,Bruno Mars,44,2012-12-05,0.874,0.687,5,-5.253,0,0.034,7.59e-05,0.324,0.92,116.054,178560,4
650,0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,Bruno Mars,52,2012-12-05,0.601,0.271,0,-8.688,1,0.937,0.0,0.144,0.411,145.494,213827,4
651,0HMjXBAZmSYOTTi33WpMso,History,One Direction,71,2015-11-13,0.655,0.699,11,-4.421,1,0.0352,0.0,0.064,0.802,86.704,187427,4
652,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,82,2017-08-25,0.872,0.391,0,-9.144,0,0.469,4.13e-06,0.297,0.437,134.021,119133,4
653,3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,XXXTENTACION,82,2017-08-25,0.734,0.57,7,-7.066,0,0.847,2.14e-05,0.112,0.689,129.953,95467,4
654,37qI0mchgzUSeUhPiwUWPY,Wherever You Will Go,The Calling,57,2011-02-04,0.551,0.696,2,-6.192,1,0.0392,0.0,0.127,0.354,112.024,209360,4
655,6FRYPa96zxEYdxbiMzFCcy,Under Pressure,Logic,0,2014-10-21,0.689,0.85,1,-5.552,1,0.229,0.0,0.102,0.537,83.985,559533,4
656,2ay1447r5ceIDovoIYDnCN,Gang Related,Logic,0,2014-10-21,0.601,0.86,10,-7.188,0,0.217,0.0064,0.317,0.741,131.898,167320,4
657,1pRjlrQMZYo1K5i1RcLGs7,Nowhere Fast (feat. Kehlani) - Extended Version,Kehlani,45,2018-03-17,0.699,0.691,11,-5.813,1,0.267,0.0,0.283,0.618,78.874,278402,4
658,10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),Chris Brown,69,2018-03-15,0.755,0.599,8,-5.042,1,0.147,0.0,0.109,0.755,133.123,216632,4
659,3ee8Jmje8o58CHK66QrVC2,SAD!,XXXTENTACION,81,2018-03-16,0.74,0.613,8,-4.88,1,0.258,0.00372,0.123,0.473,75.023,166606,4
660,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),SZA,79,2018-02-09,0.698,0.633,8,-4.946,1,0.0605,0.000194,0.0926,0.552,96.924,232187,4
661,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,77,2017-06-02,0.836,0.544,7,-5.975,1,0.0403,0.0,0.0824,0.51,97.028,217947,4
662,5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Dan Caplen,72,2018-01-19,0.653,0.809,0,-4.057,1,0.194,0.0,0.165,0.55,92.213,210773,4
663,4EAV2cKiqKP5UPZmY6dejk,Everyday,Marshmello,68,2018-03-09,0.667,0.741,1,-4.099,1,0.0425,0.0,0.0761,0.422,149.908,204747,4
